rope,seq_len,method,sample,region,tail_band,tokens,dense_nll,nll,delta_nll,delta_p50,delta_p95,delta_p99,delta_max,fraction_delta_gt_1,mean_kl,same_top1
yarn4,4096,flashprefill_tail2,1,tail,earlier,269,1.9100753984169532,1.9260946805199146,0.016019282102944402,-5.620741285383701e-05,0.3379628896713253,0.9861951208114613,1.7657794952392578,0.011152416356877323,0.025437063071693907,0.9368029739776952
yarn4,4096,flashprefill_tail2,1,tail,last_block,115,1.6821080615697888,1.7031903366561536,0.02108227508636485,0.0007508515845984,0.1530882835388182,0.3583281421661377,0.8516061902046204,0.0,0.006115827283146075,0.9826086956521739
yarn4,4096,flashprefill_tail2,1,tail,penultimate_block,128,1.125285929677844,1.127888979936401,0.002603050258557018,-0.0003842217847704,0.10569469928741441,0.2803863048553467,0.6910305023193359,0.0,0.0028722311113098123,0.9921875
yarn4,4096,flashprefill_tail2,2,early,earlier,128,2.0801263081015264,2.080006476701314,-0.00011983140021243387,0.0001504287938587,0.06420478224754327,0.08382409811019896,0.1184432506561279,0.0,0.0008209301219807594,0.9765625
yarn4,4096,flashprefill_tail2,2,middle,earlier,128,1.7894979060851597,1.7789863201262506,-0.010511585958909107,-9.712012251835773e-05,0.13328902125358566,0.3337909078598028,0.5663609504699707,0.0,0.005674195848335911,0.9296875
yarn4,4096,flashprefill_tail2,2,tail,earlier,269,1.9851880356337726,1.9901312291238196,0.004943193490000551,-3.1978823244571686e-05,0.3035184860229491,0.6657146549224853,0.8856654167175293,0.0,0.01516757768054873,0.9330855018587361
yarn4,4096,flashprefill_tail2,2,tail,last_block,115,1.5576324967976214,1.5528683095633902,-0.00476418723423114,-0.0023931711912155,0.12707296609878535,0.30927638769149773,0.5142536163330078,0.0,0.003798086293055183,0.9565217391304348
yarn4,4096,flashprefill_tail2,2,tail,penultimate_block,128,2.2687515032466337,2.255704557007503,-0.013046946239130717,-9.71757108345383e-05,0.16441699266433712,0.41224579572677683,0.5720682144165039,0.0,0.005841718040044364,0.9921875
yarn4,4096,flashprefill_tail2,3,early,earlier,128,1.7345035267536382,1.7369756033418575,0.0024720765882193544,-5.937181413173676e-08,0.0847939439117907,0.11732056617736816,0.1219744682312011,0.0,0.0007326448329797536,0.984375
yarn4,4096,flashprefill_tail2,3,middle,earlier,128,1.327677554058873,1.3145401525001006,-0.013137401558772407,-0.00059341965243215,0.13768321573734266,0.24751213073730466,0.627011775970459,0.0,0.0059219640499252445,0.9453125
yarn4,4096,flashprefill_tail2,3,tail,earlier,269,2.112821280923487,2.1351759512174997,0.022354670294073994,-1.4305076092568925e-06,0.37394037246704104,1.1781667137145995,1.9823737144470213,0.01486988847583643,0.025236733802293836,0.9107806691449815
yarn4,4096,flashprefill_tail2,3,tail,last_block,115,2.3091828653616098,2.3112041217221186,0.0020212563605088328,-0.0001302249729633,0.14999983310699455,0.1928120255470275,0.3452882766723633,0.0,0.002342924973551934,0.991304347826087
yarn4,4096,flashprefill_tail2,3,tail,penultimate_block,128,2.1499736293815204,2.1451555348171496,-0.004818094564370766,-0.0001269545173272111,0.13357681035995453,0.27745060920715336,0.3638501167297363,0.0,0.0034940078784106553,0.953125
yarn4,8192,flashprefill_tail0,0,early,earlier,128,1.8660310588204538,1.8731211339057836,0.007090075085329768,5.820736987516284e-06,0.10759969949722281,0.1675358247756959,0.2455401420593261,0.0,0.0016977535591728603,0.9765625
yarn4,8192,flashprefill_tail0,0,late,earlier,121,2.7739395414873047,2.7793898686204783,0.005450327710439696,-0.0035758018493652,0.9037175178527832,1.8484543800353976,2.729384422302246,0.024793388429752067,0.05789771459817686,0.9338842975206612
yarn4,8192,flashprefill_tail0,0,middle,earlier,128,1.6555010238913752,1.6270712266946,-0.02842979723952154,-0.00088541139848525,0.1533223748207092,0.6051374197006234,0.7537689208984375,0.0,0.018347723786126438,0.9609375
yarn4,8192,flashprefill_tail0,0,tail,earlier,269,2.1849786701405622,2.191905257826209,0.006926587683699083,-7.902194920461625e-05,0.3261303901672363,0.7196644783020019,2.1510934829711914,0.007434944237918215,0.019893535946663862,0.9219330855018587
yarn4,8192,flashprefill_tail0,0,tail,last_block,115,1.7208154696614952,1.7121123161781784,-0.00870315348230455,-0.0004902731161564,0.28772227764129626,0.7033827066421506,0.751866340637207,0.0,0.01232470580814355,0.9391304347826087
yarn4,8192,flashprefill_tail0,0,tail,penultimate_block,128,1.8927114561112786,1.8821033564890506,-0.01060809962228503,-0.0004465861129574,0.2636410474777221,0.3417238473892212,0.3824186325073242,0.0,0.013180150293176275,0.9609375
yarn4,8192,flashprefill_tail0,1,early,earlier,128,1.3119023109814965,1.3149624541053857,0.0030601431238892495,-2.2401902242563665e-05,0.09079663753509508,0.14838743925094616,0.3239839076995849,0.0,0.0011392505664795946,0.953125
yarn4,8192,flashprefill_tail0,1,late,earlier,128,2.2393889116469836,2.241801590656422,0.002412679002162581,7.752387318760157e-07,0.3020071506500243,0.7815449786186224,1.423039436340332,0.0078125,0.02913498421920386,0.9296875
yarn4,8192,flashprefill_tail0,1,middle,earlier,128,1.3844491981237326,1.3456059397819686,-0.03884325857459457,-0.00148109300062055,0.1039801031351089,0.2414105510711671,1.9078307151794436,0.0078125,0.019306537678451315,0.953125
yarn4,8192,flashprefill_tail0,1,tail,earlier,269,2.1686298777826845,2.248135078063649,0.07950520007926608,2.0026431229780428e-05,0.8114147663116454,1.3887844848632809,2.3374195098876958,0.026022304832713755,0.05115117302221608,0.9182156133828996
yarn4,8192,flashprefill_tail0,1,tail,last_block,115,2.3106895792976263,2.2825630731264424,-0.028126506333153327,-0.0055018253624439,0.26349153518676754,0.48550458788871764,0.5887012481689453,0.0,0.03093623863367053,0.9217391304347826
yarn4,8192,flashprefill_tail0,1,tail,penultimate_block,128,1.99351002504401,1.9930397331362357,-0.00047029190777436204,-0.00010827793448693206,0.32049632072448686,0.7183967626094827,1.4836339950561523,0.0078125,0.0358572816160105,0.9296875
yarn4,8192,flashprefill_tail0,2,early,earlier,128,1.848435293484755,1.84341690237396,-0.005018391110795052,-5.7218194342567585e-06,0.07799055576324457,0.19050726175308233,0.2328801155090332,0.0,0.0018580467793101868,0.9921875
yarn4,8192,flashprefill_tail0,2,late,earlier,128,1.6923765128941994,1.6861715698117479,-0.006204943082366303,-2.33620321523631e-05,0.236643528938293,0.47668570041656494,0.4812722206115722,0.0,0.009088044174715598,0.9375
yarn4,8192,flashprefill_tail0,2,middle,earlier,128,2.468733666683761,2.4871010440404575,0.01836737712568493,-0.0005394720938056,0.601544618606567,1.5179478657245664,2.301398754119873,0.0234375,0.05867214542387695,0.90625
yarn4,8192,flashprefill_tail0,2,tail,earlier,269,1.6761325866174532,1.6682071937053784,-0.007925392905153645,-0.0002061983104795,0.21122722625732415,0.482924575805664,2.8106513023376465,0.0037174721189591076,0.031268569035633555,0.9330855018587361
yarn4,8192,flashprefill_tail0,2,tail,last_block,115,1.2841744985817216,1.2948172533925295,0.010642754810807833,-5.923888238612562e-05,0.2501335620880127,0.7317404127120972,1.3521571159362793,0.008695652173913044,0.01958991350749147,0.9391304347826087
yarn4,8192,flashprefill_tail0,2,tail,penultimate_block,128,2.0734050020342494,2.060785850237089,-0.012619151918123347,-0.0003136379455099,0.3660255551338195,0.6317440271377568,0.8726000785827637,0.0,0.029787125388702724,0.96875
yarn4,8192,flashprefill_tail0,3,early,earlier,128,1.0885455472301806,1.0841657505471773,-0.004379796683003254,-1.1324564184178598e-06,0.05646892189979548,0.10997244119644166,0.1242127418518066,0.0,0.001016870059424163,0.984375
yarn4,8192,flashprefill_tail0,3,late,earlier,128,2.0105697427931255,2.081449029791252,0.07087928702677715,0.00760674290359015,0.5856669902801507,1.0127337265014653,1.050701141357422,0.015625,0.04450855536936511,0.9453125
yarn4,8192,flashprefill_tail0,3,middle,earlier,128,2.0052057298300365,2.05867768511367,0.053471955509188256,0.0023539965040980998,0.4136807441711425,1.1483579492568992,1.5017738342285156,0.015625,0.022708620001863314,0.9375
yarn4,8192,flashprefill_tail0,3,tail,earlier,269,1.994214201404288,2.000830929069122,0.006616727661372815,-1.3947084880783224e-05,0.40196580886840816,0.7337232780456543,0.7601943016052246,0.0,0.02544435595233618,0.9182156133828996
yarn4,8192,flashprefill_tail0,3,tail,last_block,115,2.0657678951509295,2.0935327330642157,0.027764838690737915,-0.000154219509568,0.48893797397613503,1.258146135807037,1.398545503616333,0.017391304347826087,0.044694386939669956,0.9130434782608695
yarn4,8192,flashprefill_tail0,3,tail,penultimate_block,128,2.175852770938757,2.158936343454112,-0.01691642725181451,-0.0046169464476406,0.4334566146135329,0.6617659521102907,0.6907246112823486,0.0,0.033173150490831964,0.8671875
yarn4,8192,flashprefill_tail1,0,early,earlier,128,1.8660310588204538,1.8731211339057836,0.007090075085329768,5.820736987516284e-06,0.10759969949722281,0.1675358247756959,0.2455401420593261,0.0,0.0016977535591728603,0.9765625
yarn4,8192,flashprefill_tail1,0,late,earlier,121,2.7739395414873047,2.7793898686204783,0.005450327710439696,-0.0035758018493652,0.9037175178527832,1.8484543800353976,2.729384422302246,0.024793388429752067,0.05789771459817686,0.9338842975206612
yarn4,8192,flashprefill_tail1,0,middle,earlier,128,1.6555010238913752,1.6270712266946,-0.02842979723952154,-0.00088541139848525,0.1533223748207092,0.6051374197006234,0.7537689208984375,0.0,0.018347723786126438,0.9609375
yarn4,8192,flashprefill_tail1,0,tail,earlier,269,2.1849786701405622,2.191905257826209,0.006926587683699083,-7.902194920461625e-05,0.3261303901672363,0.7196644783020019,2.1510934829711914,0.007434944237918215,0.019893535946663862,0.9219330855018587
yarn4,8192,flashprefill_tail1,0,tail,last_block,115,1.7208154696614952,1.7198999863000588,-0.0009154833614344222,-5.4835591072333045e-06,0.21802854537963856,0.28859092712402346,0.4794902801513672,0.0,0.006443841855722472,0.9739130434782609
yarn4,8192,flashprefill_tail1,0,tail,penultimate_block,128,1.8927114561112786,1.8821033564890506,-0.01060809962228503,-0.0004465861129574,0.2636410474777221,0.3417238473892212,0.3824186325073242,0.0,0.013180150293176275,0.9609375
yarn4,8192,flashprefill_tail1,1,early,earlier,128,1.3119023109814965,1.3149624541053857,0.0030601431238892495,-2.2401902242563665e-05,0.09079663753509508,0.14838743925094616,0.3239839076995849,0.0,0.0011392505664795946,0.953125
yarn4,8192,flashprefill_tail1,1,late,earlier,128,2.2393889116469836,2.241801590656422,0.002412679002162581,7.752387318760157e-07,0.3020071506500243,0.7815449786186224,1.423039436340332,0.0078125,0.02913498421920386,0.9296875
yarn4,8192,flashprefill_tail1,1,middle,earlier,128,1.3844491981237326,1.3456059397819686,-0.03884325857459457,-0.00148109300062055,0.1039801031351089,0.2414105510711671,1.9078307151794436,0.0078125,0.019306537678451315,0.953125
yarn4,8192,flashprefill_tail1,1,tail,earlier,269,2.1686298777826845,2.248135078063649,0.07950520007926608,2.0026431229780428e-05,0.8114147663116454,1.3887844848632809,2.3374195098876958,0.026022304832713755,0.05115117302221608,0.9182156133828996
yarn4,8192,flashprefill_tail1,1,tail,last_block,115,2.3106895792976263,2.323575142918676,0.012885563621049463,0.000240430352278,0.2188783168792724,0.29680649638175954,0.5281801223754883,0.0,0.007426242533430243,0.9391304347826087
yarn4,8192,flashprefill_tail1,1,tail,penultimate_block,128,1.99351002504401,1.9930397331362357,-0.00047029190777436204,-0.00010827793448693206,0.32049632072448686,0.7183967626094827,1.4836339950561523,0.0078125,0.0358572816160105,0.9296875
yarn4,8192,flashprefill_tail1,2,early,earlier,128,1.848435293484755,1.84341690237396,-0.005018391110795052,-5.7218194342567585e-06,0.07799055576324457,0.19050726175308233,0.2328801155090332,0.0,0.0018580467793101868,0.9921875
yarn4,8192,flashprefill_tail1,2,late,earlier,128,1.6923765128941994,1.6861715698117479,-0.006204943082366303,-2.33620321523631e-05,0.236643528938293,0.47668570041656494,0.4812722206115722,0.0,0.009088044174715598,0.9375
yarn4,8192,flashprefill_tail1,2,middle,earlier,128,2.468733666683761,2.4871010440404575,0.01836737712568493,-0.0005394720938056,0.601544618606567,1.5179478657245664,2.301398754119873,0.0234375,0.05867214542387695,0.90625
yarn4,8192,flashprefill_tail1,2,tail,earlier,269,1.6761325866174532,1.6682071937053784,-0.007925392905153645,-0.0002061983104795,0.21122722625732415,0.482924575805664,2.8106513023376465,0.0037174721189591076,0.031268569035633555,0.9330855018587361
yarn4,8192,flashprefill_tail1,2,tail,last_block,115,1.2841744985817216,1.3104670031106609,0.02629250452893916,-7.225328590720892e-05,0.24820995330810539,0.7730311727523802,1.459822654724121,0.008695652173913044,0.013505391945766018,0.9217391304347826
yarn4,8192,flashprefill_tail1,2,tail,penultimate_block,128,2.0734050020342494,2.060785850237089,-0.012619151918123347,-0.0003136379455099,0.3660255551338195,0.6317440271377568,0.8726000785827637,0.0,0.029787125388702724,0.96875
yarn4,8192,flashprefill_tail1,3,early,earlier,128,1.0885455472301806,1.0841657505471773,-0.004379796683003254,-1.1324564184178598e-06,0.05646892189979548,0.10997244119644166,0.1242127418518066,0.0,0.001016870059424163,0.984375
yarn4,8192,flashprefill_tail1,3,late,earlier,128,2.0105697427931255,2.081449029791252,0.07087928702677715,0.00760674290359015,0.5856669902801507,1.0127337265014653,1.050701141357422,0.015625,0.04450855536936511,0.9453125
yarn4,8192,flashprefill_tail1,3,middle,earlier,128,2.0052057298300365,2.05867768511367,0.053471955509188256,0.0023539965040980998,0.4136807441711425,1.1483579492568992,1.5017738342285156,0.015625,0.022708620001863314,0.9375
yarn4,8192,flashprefill_tail1,3,tail,earlier,269,1.994214201404288,2.000830929069122,0.006616727661372815,-1.3947084880783224e-05,0.40196580886840816,0.7337232780456543,0.7601943016052246,0.0,0.02544435595233618,0.9182156133828996
yarn4,8192,flashprefill_tail1,3,tail,last_block,115,2.0657678951509295,2.059327715807898,-0.006440179343031628,-0.0040974915027618,0.21923801898956283,0.36610742568969723,0.8759212493896484,0.0,0.00823911031762073,0.9826086956521739
yarn4,8192,flashprefill_tail1,3,tail,penultimate_block,128,2.175852770938757,2.158936343454112,-0.01691642725181451,-0.0046169464476406,0.4334566146135329,0.6617659521102907,0.6907246112823486,0.0,0.033173150490831964,0.8671875
yarn4,8192,flashprefill_tail2,0,early,earlier,128,1.8660310588204538,1.8731211339057836,0.007090075085329768,5.820736987516284e-06,0.10759969949722281,0.1675358247756959,0.2455401420593261,0.0,0.0016977535591728603,0.9765625
yarn4,8192,flashprefill_tail2,0,late,earlier,121,2.7739395414873047,2.7793898686204783,0.005450327710439696,-0.0035758018493652,0.9037175178527832,1.8484543800353976,2.729384422302246,0.024793388429752067,0.05789771459817686,0.9338842975206612
yarn4,8192,flashprefill_tail2,0,middle,earlier,128,1.6555010238913752,1.6270712266946,-0.02842979723952154,-0.00088541139848525,0.1533223748207092,0.6051374197006234,0.7537689208984375,0.0,0.018347723786126438,0.9609375
yarn4,8192,flashprefill_tail2,0,tail,earlier,269,2.1849786701405622,2.191905257826209,0.006926587683699083,-7.902194920461625e-05,0.3261303901672363,0.7196644783020019,2.1510934829711914,0.007434944237918215,0.019893535946663862,0.9219330855018587
yarn4,8192,flashprefill_tail2,0,tail,last_block,115,1.7208154696614952,1.725776132846107,0.004960663184613666,-7.519044447690248e-05,0.23122106790542593,0.2743034553527832,0.2796974182128906,0.0,0.005279858979031321,0.9652173913043478
yarn4,8192,flashprefill_tail2,0,tail,penultimate_block,128,1.8927114561112786,1.895342275316418,0.002630819205139195,-0.00010968640708595,0.15374104976654043,0.4273398971557624,0.480349063873291,0.0,0.0062800497460048935,0.9921875
yarn4,8192,flashprefill_tail2,1,early,earlier,128,1.3119023109814965,1.3149624541053857,0.0030601431238892495,-2.2401902242563665e-05,0.09079663753509508,0.14838743925094616,0.3239839076995849,0.0,0.0011392505664795946,0.953125
yarn4,8192,flashprefill_tail2,1,late,earlier,128,2.2393889116469836,2.241801590656422,0.002412679002162581,7.752387318760157e-07,0.3020071506500243,0.7815449786186224,1.423039436340332,0.0078125,0.02913498421920386,0.9296875
yarn4,8192,flashprefill_tail2,1,middle,earlier,128,1.3844491981237326,1.3456059397819686,-0.03884325857459457,-0.00148109300062055,0.1039801031351089,0.2414105510711671,1.9078307151794436,0.0078125,0.019306537678451315,0.953125
yarn4,8192,flashprefill_tail2,1,tail,earlier,269,2.1686298777826845,2.248135078063649,0.07950520007926608,2.0026431229780428e-05,0.8114147663116454,1.3887844848632809,2.3374195098876958,0.026022304832713755,0.05115117302221608,0.9182156133828996
yarn4,8192,flashprefill_tail2,1,tail,last_block,115,2.3106895792976263,2.315355937914422,0.004666358616795269,-7.793499389663339e-05,0.19207369685173026,0.3063989168405532,0.559391975402832,0.0,0.005268553757243463,0.9217391304347826
yarn4,8192,flashprefill_tail2,1,tail,penultimate_block,128,1.99351002504401,2.0121569798233736,0.01864695477936351,9.490267257203772e-05,0.2209591388702391,0.3281727385520938,0.4389814138412475,0.0,0.007587577593115529,0.9453125
yarn4,8192,flashprefill_tail2,2,early,earlier,128,1.848435293484755,1.84341690237396,-0.005018391110795052,-5.7218194342567585e-06,0.07799055576324457,0.19050726175308233,0.2328801155090332,0.0,0.0018580467793101868,0.9921875
yarn4,8192,flashprefill_tail2,2,late,earlier,128,1.6923765128941994,1.6861715698117479,-0.006204943082366303,-2.33620321523631e-05,0.236643528938293,0.47668570041656494,0.4812722206115722,0.0,0.009088044174715598,0.9375
yarn4,8192,flashprefill_tail2,2,middle,earlier,128,2.468733666683761,2.4871010440404575,0.01836737712568493,-0.0005394720938056,0.601544618606567,1.5179478657245664,2.301398754119873,0.0234375,0.05867214542387695,0.90625
yarn4,8192,flashprefill_tail2,2,tail,earlier,269,1.6761325866174532,1.6682071937053784,-0.007925392905153645,-0.0002061983104795,0.21122722625732415,0.482924575805664,2.8106513023376465,0.0037174721189591076,0.031268569035633555,0.9330855018587361
yarn4,8192,flashprefill_tail2,2,tail,last_block,115,1.2841744985817216,1.282515777113788,-0.001658721467933689,-0.000604985281825,0.1265734672546386,0.34706903457641597,0.3919421434402466,0.0,0.004202761052016227,0.9478260869565217
yarn4,8192,flashprefill_tail2,2,tail,penultimate_block,128,2.0734050020342494,2.103075609943648,0.029670607909398683,-1.3015182048548013e-05,0.4128717243671415,0.7941867542266857,1.0547170639038086,0.0078125,0.010844201255358635,0.9609375
yarn4,8192,flashprefill_tail2,3,early,earlier,128,1.0885455472301806,1.0841657505471773,-0.004379796683003254,-1.1324564184178598e-06,0.05646892189979548,0.10997244119644166,0.1242127418518066,0.0,0.001016870059424163,0.984375
yarn4,8192,flashprefill_tail2,3,late,earlier,128,2.0105697427931255,2.081449029791252,0.07087928702677715,0.00760674290359015,0.5856669902801507,1.0127337265014653,1.050701141357422,0.015625,0.04450855536936511,0.9453125
yarn4,8192,flashprefill_tail2,3,middle,earlier,128,2.0052057298300365,2.05867768511367,0.053471955509188256,0.0023539965040980998,0.4136807441711425,1.1483579492568992,1.5017738342285156,0.015625,0.022708620001863314,0.9375
yarn4,8192,flashprefill_tail2,3,tail,earlier,269,1.994214201404288,2.000830929069122,0.006616727661372815,-1.3947084880783224e-05,0.40196580886840816,0.7337232780456543,0.7601943016052246,0.0,0.02544435595233618,0.9182156133828996
yarn4,8192,flashprefill_tail2,3,tail,last_block,115,2.0657678951509295,2.051910610822708,-0.013857284328222025,-0.003112256526947,0.11782255172729482,0.23027585983276364,1.0623722076416016,0.008695652173913044,0.006215809446530288,0.9826086956521739
yarn4,8192,flashprefill_tail2,3,tail,penultimate_block,128,2.175852770938757,2.188265681965417,0.012412911026659756,7.47388694435358e-05,0.15596584081649778,0.3327090930938725,0.4033093452453613,0.0,0.005345646093000432,0.96875
yarn4,16384,flashprefill_tail0,0,early,earlier,128,1.4751564866835736,1.479275074890296,0.004118588206722508,-5.483183485921473e-06,0.17671319246292105,0.3165262806415558,0.3843221664428711,0.0,0.005612690121767422,0.96875
yarn4,16384,flashprefill_tail0,0,late,earlier,128,1.6629003219139733,1.6689156286387767,0.0060153067566393135,-0.00117884681094435,0.4209533691406246,0.6108605241775515,0.7418992519378662,0.0,0.01558832000614725,0.9375
yarn4,16384,flashprefill_tail0,0,middle,earlier,128,1.6872376591952118,1.6959858513619395,0.008748192166955004,-0.00021254802413745003,0.24764335155487052,0.7090383362770084,0.7484543323516846,0.0,0.015041279287465193,0.953125
yarn4,16384,flashprefill_tail0,0,tail,earlier,269,1.7777039272068071,1.7766171784432063,-0.0010867488726048426,-8.343195077031851e-07,0.3608668327331543,0.6168967819213867,1.04960036277771,0.0037174721189591076,0.02099406128886963,0.9553903345724907
yarn4,16384,flashprefill_tail0,0,tail,last_block,115,1.8472074014669686,1.8133675760468972,-0.033839825420071294,-0.0050201714038848,0.239368975162506,0.6276895523071288,0.6707429885864258,0.0,0.015951019776647063,0.9565217391304348
yarn4,16384,flashprefill_tail0,0,tail,penultimate_block,128,1.9660221517904048,1.9600673243708773,-0.005954827417253834,-0.0003330287581775,0.29219998121261553,0.5640674018859864,0.6807007789611816,0.0,0.025201121929653025,0.9140625
yarn4,16384,flashprefill_tail0,1,early,earlier,128,2.1812147331593774,2.189676487423995,0.008461754264615715,-0.00023403030354525,0.22899923920631382,0.5048389840126043,0.9323348999023438,0.0,0.008879013579503114,0.9765625
yarn4,16384,flashprefill_tail0,1,late,earlier,128,1.6105617736544513,1.676554860795557,0.06599308692294771,-4.367222391010728e-05,0.723294448852539,1.6455057907104504,3.165128231048584,0.03125,0.08640451641544984,0.9140625
yarn4,16384,flashprefill_tail0,1,middle,earlier,128,1.8796764964432136,1.8694606942677456,-0.01021580230620777,-0.0040368773043155,0.37980238348245543,0.6452020466327671,0.729893684387207,0.0,0.03906899006217364,0.9140625
yarn4,16384,flashprefill_tail0,1,tail,earlier,269,1.5913490442791571,1.6058137545958044,0.0144647103305229,0.000318206846714,0.32020673751831047,0.6296756172180166,1.2785558700561523,0.0037174721189591076,0.01833100309175957,0.9256505576208178
yarn4,16384,flashprefill_tail0,1,tail,last_block,115,1.768748125871722,1.758496808395503,-0.010251317731178013,-0.0006966083310544,0.5311486721038816,1.0718681287765501,1.191420078277588,0.017391304347826087,0.04898133800072031,0.9043478260869565
yarn4,16384,flashprefill_tail0,1,tail,penultimate_block,128,1.41652365585519,1.4147735716118603,-0.0017500844743341007,-0.00014309016842155,0.28361935615539496,0.5266886878013615,1.0880932807922363,0.0078125,0.01610384564677188,0.9765625
yarn4,16384,flashprefill_tail0,2,early,earlier,128,2.36079940976029,2.374450613768232,0.013651204002485436,-0.0007732212543486999,0.15196847915649386,0.7123489284515396,2.7821083068847656,0.0078125,0.01710670598203685,0.9375
yarn4,16384,flashprefill_tail0,2,late,earlier,128,1.8281636464723192,1.7823205208204698,-0.045843126117688364,-0.0006380483973771,0.40449159741401625,0.8018482208251957,0.883582353591919,0.0,0.1387316259402613,0.9140625
yarn4,16384,flashprefill_tail0,2,middle,earlier,128,1.4696933272908055,1.4769087582332077,0.0072154309424021824,-3.887312050210312e-05,0.2397321701049804,1.1230469846725475,1.545680046081543,0.015625,0.02137083273935221,0.9140625
yarn4,16384,flashprefill_tail0,2,tail,earlier,269,1.3130912629111828,1.3209561542811517,0.007864892215386415,-0.000419592950493,0.47240113615989665,1.0104310178756697,2.04008150100708,0.011152416356877323,0.07729316356463033,0.8847583643122676
yarn4,16384,flashprefill_tail0,2,tail,last_block,115,1.3568726867790524,1.3299509795273519,-0.02692170751074824,-0.0027484893798828,0.3739012479782104,0.6478430128097533,0.923304557800293,0.0,0.034030941324513495,0.9478260869565217
yarn4,16384,flashprefill_tail0,2,tail,penultimate_block,128,1.3944306561269855,1.4033043352513062,0.008873678651383448,-2.982359001180157e-05,0.3316212415695188,0.4890614080429077,0.4979052543640136,0.0,0.019589463933017703,0.9453125
yarn4,16384,flashprefill_tail0,3,early,earlier,128,1.4490631762730004,1.4513514849485176,0.0022883086755172127,1.535617047920823e-05,0.1265958070755004,0.23922012090683004,0.4504523277282715,0.0,0.0038408258895507724,0.9765625
yarn4,16384,flashprefill_tail0,3,late,earlier,128,0.7362300010712346,0.7609512953714557,0.024721294604205465,-8.293190330728273e-05,0.5084455341100685,1.3678345370292682,7.56630802154541,0.0234375,0.14103661665032513,0.9140625
yarn4,16384,flashprefill_tail0,3,middle,earlier,128,2.2005030431927963,2.2435958410041508,0.04309279792776977,-0.0013393068220466,0.5250779390335074,1.4000894403457644,1.6520733833312988,0.03125,0.03767336723202948,0.90625
yarn4,16384,flashprefill_tail0,3,tail,earlier,269,1.8894013075299523,1.9017438682277623,0.012342560639548316,1.0728836059570312e-06,0.4111806869506834,0.9621336364746093,2.6211674213409424,0.007434944237918215,0.029577765871265073,0.8847583643122676
yarn4,16384,flashprefill_tail0,3,tail,last_block,115,2.1968820953773305,2.1983623079504784,0.0014802133505999525,-0.0055165141820907,0.5127429008483886,1.9859539222717282,2.274343967437744,0.02608695652173913,0.05438646008641345,0.8782608695652174
yarn4,16384,flashprefill_tail0,3,tail,penultimate_block,128,1.8821782349156422,1.8717487886995343,-0.010429446216107861,-0.0005173789686523001,0.3890013486146923,0.8887125742435471,1.6449435949325562,0.0078125,0.04392913176704556,0.890625
yarn4,16384,flashprefill_tail1,0,early,earlier,128,1.4751564866835736,1.479275074890296,0.004118588206722508,-5.483183485921473e-06,0.17671319246292105,0.3165262806415558,0.3843221664428711,0.0,0.005612690121767422,0.96875
yarn4,16384,flashprefill_tail1,0,late,earlier,128,1.6629003219139733,1.6689156286387767,0.0060153067566393135,-0.00117884681094435,0.4209533691406246,0.6108605241775515,0.7418992519378662,0.0,0.01558832000614725,0.9375
yarn4,16384,flashprefill_tail1,0,middle,earlier,128,1.6872376591952118,1.6959858513619395,0.008748192166955004,-0.00021254802413745003,0.24764335155487052,0.7090383362770084,0.7484543323516846,0.0,0.015041279287465193,0.953125
yarn4,16384,flashprefill_tail1,0,tail,earlier,269,1.7777039272068071,1.7766171784432063,-0.0010867488726048426,-8.343195077031851e-07,0.3608668327331543,0.6168967819213867,1.04960036277771,0.0037174721189591076,0.02099406128886963,0.9553903345724907
yarn4,16384,flashprefill_tail1,0,tail,last_block,115,1.8472074014669686,1.8437634595965173,-0.0034439418704511277,-0.0002953112125396,0.23640332221984856,0.3976156568527221,0.4745142459869385,0.0,0.01070340831568944,0.9565217391304348
yarn4,16384,flashprefill_tail1,0,tail,penultimate_block,128,1.9660221517904048,1.9600673243708773,-0.005954827417253834,-0.0003330287581775,0.29219998121261553,0.5640674018859864,0.6807007789611816,0.0,0.025201121929653025,0.9140625
yarn4,16384,flashprefill_tail1,1,early,earlier,128,2.1812147331593774,2.189676487423995,0.008461754264615715,-0.00023403030354525,0.22899923920631382,0.5048389840126043,0.9323348999023438,0.0,0.008879013579503114,0.9765625
yarn4,16384,flashprefill_tail1,1,late,earlier,128,1.6105617736544513,1.676554860795557,0.06599308692294771,-4.367222391010728e-05,0.723294448852539,1.6455057907104504,3.165128231048584,0.03125,0.08640451641544984,0.9140625
yarn4,16384,flashprefill_tail1,1,middle,earlier,128,1.8796764964432136,1.8694606942677456,-0.01021580230620777,-0.0040368773043155,0.37980238348245543,0.6452020466327671,0.729893684387207,0.0,0.03906899006217364,0.9140625
yarn4,16384,flashprefill_tail1,1,tail,earlier,269,1.5913490442791571,1.6058137545958044,0.0144647103305229,0.000318206846714,0.32020673751831047,0.6296756172180166,1.2785558700561523,0.0037174721189591076,0.01833100309175957,0.9256505576208178
yarn4,16384,flashprefill_tail1,1,tail,last_block,115,1.768748125871722,1.7580576319677617,-0.010690493903960329,2.741792741289828e-06,0.2905867397785186,0.41547195911407464,0.6107439994812012,0.0,0.014549464420037338,0.9478260869565217
